t,EEA1_1,EEA1_2,EEA1_3,EEA1_4,EEA1_5,EEA1_6,EEA1_7,EEA1_8,EEA1_9,EEA1_10,EEA1_11,EEA1_12,EEA1_13,EEA1_14,EEA1_15,EEA1_16,EEA1_17,EEA1_18,EEA1_19,EEA1_20,EEA1_21,EEA1_22,EEA1_23,EEA1_24,EEA1_25,EEA1_26,EEA1_27,EEA1_28,EEA1_29,EEA1_30,EEA1_31,EEA1_32,EEA1_33,EEA1_34,EEA1_35,EEA1_36,EEA1_37,EEA1_38,EEA1_39,EEA1_40,EEA1_41,EEA1_42,EEA1_43,EEA1_44,EEA1_45,EEA1_46,EEA1_47,EEA1_48,EEA1_49,EEA1_50,EEA1_51,EEA1_52,EEA1_53,EEA1_54,EEA1_55,EEA1_56,EEA1_57,EEA1_58,EEA1_59,EEA1_60,EEA1_61,EEA1_62,EEA1_63,EEA1_64,EEA1_65,EEA1_66,EEA1_67,EEA1_68,EEA1_69,EEA1_70,EEA1_71,EEA1_72,EEA1_73,EEA1_74,EEA1_75,EEA1_76,EEA1_77,EEA1_78,EEA1_79,EEA1_80,EEA1_81,EEA1_82,EEA1_83,EEA1_84,EEA1_85,EEA1_86,EEA1_87,EEA1_88,EEA1_89,EEA1_90,EEA1_91,EEA1_92,EEA1_93,EEA1_94,EEA1_95,EEA1_96,EEA1_97,EEA1_98,EEA1_99,EEA1_100,EEA1_101,EEA1_102,EEA1_103,EEA1_104,EEA1_105,EEA1_106,EEA1_107,EEA1_108,EEA1_109,EEA1_110,EEA1_111,EEA1_112,EEA1_113,EEA1_114,EEA1_115,EEA1_116,EEA1_117,EEA1_118,EEA1_119,EEA1_120,EEA1_121,EEA1_122,EEA1_123,EEA1_124,EEA1_125,EEA1_126,EEA1_127,EEA1_128,EEA1_129,EEA1_130,EEA1_131,EEA1_132,EEA1_133,EEA1_134,EEA1_135,EEA1_136,EEA1_137,EEA1_138,EEA1_139,EEA1_140,EEA1_141,EEA1_142,EEA1_143,EEA1_144,EEA1_145,EEA1_146,EEA1_147,EEA1_148,EEA1_149,EEA1_150,EEA1_151,EEA1_152,EEA1_153,EEA1_154,EEA1_155,EEA1_156,EEA1_157,EEA1_158,EEA1_159,EEA1_160
0.2752512,-0.00290069,0.02076979,-0.00336332,0.00413218,0.01384429,-0.01294444,0.00945883,-0.00839595,0.00062782,0.01251614,-0.0041427,0.00460686,0.00286188,-0.00690306,-0.0044323,-0.01206218,0.00845658,-0.00160772,0.00365079,0.00134547,0.00228333,-0.00698828,-0.01122818,0.0030139,-0.00217583,-0.00437932,-0.00836803,-0.00025234,-0.00768009,0.00359016,-0.01268501,-0.00564193,0.00566576,-8.38E-05,-0.00033761,-0.00501172,-0.00429897,-0.00384189,0.00061991,-0.00268165,0.0190323,0.00551148,-0.0003751,0.01522369,-0.00360593,0.00469497,-0.0120966,0.002451,-0.0031718,0.00163729,-0.0098287,0.00317269,-0.00261353,0.01564586,-0.01101301,-0.00313119,0.020825,-0.01044034,0.00721546,-0.00685494,0.00650415,0.00051991,-0.00140607,0.00723738,0.00414872,0.01070939,-0.01276525,-0.00557114,0.00122508,-0.00219697,0.00488816,0.00096004,0.00158699,0.00384974,0.00561741,0.00540866,0.0033442,-0.0033991,0.00221518,0.00501925,-0.00735081,0.00771141,0.0028707,-0.01000907,0.01037158,0.00142175,8.57E-05,0.01146263,-0.00311735,-0.00064758,0.00369488,0.00099009,-0.00349086,0.00013839,0.00405937,-0.00068045,-0.00646335,-0.01194235,0.00277426,-0.00491207,-0.00136276,0.00356011,0.00028713,0.00047208,-0.00497605,-0.00469071,0.00082179,0.00108999,-0.00455239,-0.00461708,0.01144038,-0.00756518,-0.00076184,-0.00407254,-0.00112074,-0.00348223,-0.01185921,0.00083044,-0.00655234,0.00166993,-0.0113141,-0.00806374,-0.00331686,0.00439035,-0.01421531,0.0040243,-0.0055418,0.00241134,0.01201325,0.0005319,0.00276925,-0.00055132,-0.0090096,0.01176524,0.00287768,-0.00275293,0.00630592,0.00770412,-0.00795997,0.00573565,0.00387302,0.00750007,-0.00409845,0.00841495,-0.00483968,0.00016102,-0.00454184,-0.00179983,-0.00641182,-0.01211316,0.00081395,-0.00384464,-0.00954823,-0.00399117,0.00816392,-0.00052413,-0.00195615,0.00746493,-0.0010184,0.01082568
0.2883584,0.00577045,0.00368886,-0.00219889,-0.00427782,0.0029312,-0.00340518,0.00113996,-0.01394235,-0.00514862,0.00843066,-0.00504657,-0.00752262,0.00534505,0.00187658,0.00085973,-0.01083538,0.01626758,-0.00062242,0.00377403,-0.00954192,0.00317497,-0.00645262,-0.00868836,-0.00139428,-0.01257813,0.00229353,-0.0132519,-0.00247338,-0.01121624,0.00306386,-0.00419457,-0.00061181,0.00898726,-0.00366971,-0.01140585,0.00181501,-0.00014846,-0.00176946,0.00619233,-0.00312458,0.00799488,0.0010074,-0.00282214,0.02267838,-0.00747865,-0.00100948,-0.0080082,0.01192767,-0.00800818,0.00023338,-0.00510767,-0.00246498,0.00650009,0.0008366,-0.00644239,-0.00613284,0.02038545,0.00988893,-0.0018355,-0.01365964,0.0032624,0.0087007,-0.00576171,0.01273137,0.00132141,-0.00489897,-0.00563503,-0.00199923,0.00632624,0.00087372,-0.00151573,0.00436616,-0.00340969,-0.00304924,0.00067718,-0.00180758,0.00927456,-0.00458086,-0.00338512,0.00102324,-0.00721223,0.00388777,0.00123786,0.0038227,0.00317214,-0.002901,0.00232931,0.00937883,0.00050757,-0.01461213,-0.00279855,0.00601277,-0.00468174,-0.00360128,-0.00517512,-0.00263549,-0.01208973,-0.00975628,0.00089836,0.00057143,0.00046082,0.01141831,-0.00330173,-0.00012077,-0.00387928,0.0026991,0.00040362,-0.00564364,0.00180185,-0.0059488,0.01336981,0.00194858,0.00430941,-0.0097285,0.00213545,0.00623382,-0.00905444,-0.00097435,-0.00536207,0.00104504,-0.00349601,-0.0079155,0.00287166,-0.00182042,-0.00690184,0.00309084,0.00153286,0.00084136,0.01006315,0.00564079,-0.00624498,0.00367608,-0.01561828,0.0050368,0.00704346,0.00183758,0.01205566,0.00161906,-0.00347792,0.00933675,0.00244115,0.01360651,0.00249933,-0.00170418,-0.00394821,-0.00058398,0.00107202,0.00658706,0.0047026,-0.00238156,-0.00235366,-0.00504121,-0.00455744,0.00167716,0.00797477,0.0004028,-0.00800081,0.00619443,-0.00140502,0.01287437
0.3014656,-0.00350741,0.00999009,0.00235001,0.00191761,-0.00257224,-0.00707681,0.01018257,-0.00875883,-0.00627344,0.00459104,-0.00503013,-0.00641626,0.00081538,-0.00201269,-0.00331405,-0.01444687,0.0055993,-0.00142307,-0.0049218,0.00669808,0.00443536,-0.00767867,-0.0130136,-0.00481443,0.00272328,0.00237841,-0.00480344,0.00147551,-0.00923695,0.00538473,-0.00671822,-0.00106665,0.00424174,-0.00168151,0.00216898,-0.0036278,-0.00193016,0.00704312,0.01217574,0.00057545,0.01052261,-0.00914243,-0.00283876,0.02641051,-0.00032486,0.01088134,-0.0019915,0.00331285,-0.01521032,0.00133845,0.00119985,0.00031027,0.01016672,-0.00461485,-0.00729045,0.00190674,0.01537506,-0.00705937,0.00271178,-0.00285955,-0.00467343,0.00708733,-0.00282268,0.01307504,2.72E-05,-0.00521766,-0.00749145,0.00191202,0.00461499,0.00067981,-0.00692631,-0.00049878,0.00910047,0.0019903,0.0015527,-0.01066838,0.01316181,-0.01268483,-0.01077483,0.00378406,-0.00393921,-0.00542426,-0.00717504,-0.00339702,-0.00097346,-0.00458504,0.00643932,-0.00257513,0.01054643,-0.00451205,0.00196253,0.01561385,-0.00877513,-0.00211424,-0.00334616,-0.00459498,0.00116282,-0.00038816,0.00915224,0.00262448,0.00504131,0.0235221,0.00264243,-0.00178449,-0.0082099,0.005484,-0.00238648,-0.01129459,0.00081933,-0.00018671,0.01134603,0.01664119,-0.001185,-0.00675674,-0.0056546,-0.00113409,-0.00283521,-0.00727562,-0.01250775,0.00616722,-0.00396907,-0.00604295,-0.00742039,0.01054793,-0.00079113,0.00354979,-0.00409837,-0.00170896,0.00057048,0.01107412,-0.00881577,-0.00197369,-0.00262814,0.00377099,0.00612701,0.00174829,-0.00648394,0.00187218,-0.00917239,0.00479209,-0.00387894,0.01279018,-0.00020278,0.00413206,0.00144858,-0.00197047,-0.00297614,0.00039916,0.00081096,-0.00315149,-0.01150724,-0.00339302,0.00730868,0.00740735,0.00597901,-0.00230626,-0.00288776,0.01177975,-0.00811423,0.0065478
0.3145728,-0.00757012,0.00780305,0.00714621,0.00272763,-0.01049415,0.00238853,0.01353305,-0.00856236,-0.00700807,-0.00021332,-0.00742209,-0.00947033,0.00092879,-0.00061032,0.00421031,-0.0121874,0.00464323,-0.01027921,0.00023004,0.00583101,0.00297424,-0.01074696,-0.01035586,-0.01052322,0.00037899,0.0045904,-0.01259224,-0.00075839,0.00606267,-0.00482584,-0.01027388,0.00247562,0.00117218,0.00059011,0.00314155,0.00062952,0.00193504,0.01240688,0.01171449,-0.00050107,0.01386952,0.00085537,-0.00134368,0.03214419,-0.0007439,0.00059887,-0.00679464,0.00459351,-0.00182345,-0.00150738,0.00304039,0.00596072,0.01436838,-0.00761056,0.00041675,-0.00109536,0.00345768,-0.01338094,-0.0026829,0.00206664,0.00150857,0.00110546,-0.00770079,0.00601844,-0.00218233,0.00098421,-0.00302718,0.00045936,0.00485577,0.00966858,0.0027235,0.00424393,0.01944546,0.00455264,0.00029467,-0.01136471,0.00350466,-0.00287718,-0.00529558,0.00383605,0.01248384,-0.00186881,-0.00130343,-0.00862173,0.00661979,0.00281224,0.0016123,0.00090261,0.00712999,-0.00474202,-4.70E-05,0.0073145,-0.00837303,0.00694554,0.00201947,-0.0085601,-0.00455265,-0.0018423,-0.00269737,-0.00308526,-0.00230662,0.0245539,0.00154338,0.00625193,8.21E-05,-0.00543773,-0.00564336,-0.01639386,0.00188733,0.00828755,0.0047831,-0.00398315,0.00375822,-0.01027479,-0.00165358,-0.0041545,-0.00958779,-0.00110473,0.0003576,0.00952833,-0.00233331,-0.00089086,-0.00017117,-0.00113286,0.01121727,0.00069184,-0.00699896,-0.00202994,0.00558226,0.00361916,-0.00559981,0.00014656,-0.00095998,2.53E-06,-0.00062544,-0.00320372,0.00097056,0.00143035,-0.00663603,0.0112908,0.0018073,0.00622646,0.00286731,0.00504627,-0.00070672,-0.0004585,0.01986131,-0.002773,-0.00812266,0.00790044,-0.01082724,-0.00466372,0.01353512,0.00748112,0.00220635,0.00563908,-0.00033476,0.0035482,-0.01047971,-0.00357223
0.32768,-0.00470504,-0.00030524,-0.00055738,0.00262152,-0.00763981,-0.00302586,0.00956838,0.00017894,-0.01764022,-0.0027601,0.00074778,-0.00949173,0.00950424,0.00430967,-0.00277156,-0.00965095,0.00927714,-0.00909458,-0.00479467,-0.00283368,-0.00479387,0.00230114,-0.00980198,-0.00581173,-0.00555781,0.0051901,-0.01338733,0.00865094,0.0037391,0.00337392,0.00206736,0.01242964,0.00013924,-0.00045712,-0.00206442,-0.00618459,-0.00201236,0.00096987,-0.0046436,0.00239472,0.00412099,-0.00406611,0.00250338,0.02008508,-0.00484841,-0.00334004,-0.0002558,0.00945007,-0.00529559,0.00143255,-0.0010571,0.00537525,0.00650002,-0.00842946,-0.00841098,-0.00338263,0.00779282,-0.00966923,-0.01364619,0.01396327,-0.00156743,-0.00661062,-0.01304673,0.00108415,-0.00090672,-0.00500158,-0.00592205,-0.00849468,0.01111724,0.01712731,0.00923412,-0.00450462,0.00964089,0.00338551,0.00188573,-0.00122394,0.01095798,-0.00324395,-0.01423201,0.0015042,0.00431975,-0.0122921,0.00652109,-0.00763769,0.00492863,-0.00362516,0.00407115,-0.00605243,0.01312727,-0.00796925,0.00186132,0.00950363,-0.00624447,0.00336533,-0.00156118,-0.00193908,-0.00545052,0.00625535,0.00438139,-0.01210542,-0.00568924,0.00926874,-0.0010486,0.00337206,-0.00106859,-0.0029986,-0.00269081,-0.00866638,-0.0006877,0.00320677,0.00136397,0.0035286,-0.00428488,-0.00343248,0.00364877,-0.00810129,-0.01271938,-0.00366979,0.00090381,0.00580322,0.00197024,-0.00420393,-0.00236966,-0.00821928,0.01237973,-0.00788137,-0.00332382,0.00560489,-6.04E-05,0.00735565,0.00215041,0.00078236,-0.01100516,-0.00160895,-0.0002295,0.00019762,0.01401701,0.00261548,-0.01372328,0.01366546,0.0026849,0.00745377,0.00783441,0.00963665,-0.00024598,0.00026803,0.00538146,-0.00287705,0.0062633,0.00196781,-0.00999848,-0.00630863,0.0075668,0.00542737,0.00295079,0.00566246,0.00302406,-0.00241972,0.00276559,0.0024822
0.3407872,0.00089835,0.00295947,-0.00495287,0.00073583,0.00408422,-0.00116135,0.00056035,-0.00828766,-0.0081821,0.00688656,-0.0006284,-0.00348893,0.00428168,0.00272944,-0.00455111,-0.00072019,0.00697695,-0.00286117,-0.00063259,-0.00348364,-0.00763783,0.00054888,-0.00735456,-0.00120964,-0.00231037,-0.00241479,-0.00497197,0.001213,0.00011844,0.01132987,0.00244892,0.01095597,0.01117972,-0.00724724,-0.00499362,-0.00721493,0.00039456,-0.00642976,0.00524355,0.00605739,0.00695362,0.00115357,0.00960573,0.00745772,-0.01241914,-0.00405761,-0.00500002,-0.00045966,-0.00552765,-0.00463342,-0.00301764,0.00735047,0.01187166,-0.0097402,-0.00882653,-0.00931772,0.00947741,0.00328361,-0.00894093,0.00804452,-0.00803328,-0.00088002,-0.00460682,0.0025922,-0.00328511,-0.003663,-0.00371489,-0.0037527,0.0123648,0.00624637,0.00679404,-0.00162527,0.01132052,-0.00469253,-0.00115414,0.00408685,0.00326863,0.00073432,-0.00873345,-0.00114001,-0.00721508,-0.00807152,9.78E-05,-0.01241732,-0.00623773,0.00296829,0.00489734,-0.00486726,0.01100146,0.00892591,-0.00165324,0.00970107,-0.00068767,-0.00132715,-0.01820861,-0.00721627,0.00200095,0.0068758,0.0015151,-0.00198958,0.00074964,0.00466974,0.00298029,0.00842604,-0.00925809,0.00012938,-0.00460687,-0.00651514,0.00399007,0.00325881,0.00160597,-0.00586009,0.00094527,0.00947935,0.0021826,-0.00010459,-0.00308355,-0.00599174,-0.00319736,0.0002963,-4.81E-05,0.0003398,0.00375514,-0.00958905,0.01007901,-0.00025768,0.005017,-0.0055599,0.00402245,-0.00091813,-4.18E-05,0.00454556,-0.01746999,0.00821572,-0.00332676,0.0004126,0.00589092,0.00796916,-0.00850681,0.00892347,0.00308211,0.01397347,-0.00032281,-0.00215408,0.0006945,-0.00619997,0.00506352,0.00361619,-0.0021279,-0.00699428,-0.00186819,-2.04E-05,0.0070314,-0.00143006,-0.00202608,0.0050596,-0.00648457,-0.00547538,0.00876057,0.00619526
0.3538944,-0.00502433,-0.00334295,0.00068017,-0.00051478,-0.00156814,0.00262699,-0.00198822,-0.00629817,-0.00348903,-0.00269385,-0.00403957,0.00836851,0.00223225,0.00918209,-0.00123252,-0.00012557,0.00923577,-0.00246275,0.00667899,-0.00486818,0.00124307,-0.00204873,-0.01190871,0.0033567,0.00415037,-0.00444434,-0.00859299,-0.0072902,-0.00256489,0.00204087,-0.00451344,-0.00495357,0.00097817,-0.00497191,-0.0030491,-0.00458394,-0.00765624,-0.01047723,0.00905144,0.00395716,-0.00079816,0.00058083,-0.00528909,0.01449522,-0.00549243,-0.00523074,-0.00056823,0.00031069,0.00211761,0.00478592,-0.00600307,0.00833816,0.0037903,-0.01189477,-0.00809098,-0.00232745,0.02072932,0.01502477,0.00147508,-0.00060608,-0.00318584,0.00496119,-0.0021558,0.00610193,-0.00262606,-0.00050707,-0.00343145,-0.00237236,0.00490903,0.0097857,-0.00415316,0.00214721,0.00285437,0.00237278,-0.00341866,-0.00391489,0.00344772,0.00490091,0.00115786,-0.00145146,-0.00574143,-0.01278145,0.00146729,-0.00591445,0.00618091,-0.00364344,-0.00085087,-0.00665419,0.00454639,0.01151494,-0.00049935,0.00262741,-0.01157026,-0.00090249,-0.01390063,-0.00049197,0.00602238,0.00271912,-0.00062681,-0.00287098,-0.00708854,0.00902406,-0.0002308,-0.00480562,-0.00587558,0.00070944,0.00585442,-0.00612618,0.01175273,0.01281245,0.00980439,-0.01128782,0.00348254,0.00329345,0.00084702,-0.00100274,-0.00486364,-0.00786258,-8.06E-05,0.00052304,-0.00107372,-0.01621521,0.00308115,0.00110994,0.00145164,0.00012863,0.00902249,0.00150852,0.0060845,-0.01206376,-0.01733367,0.0111725,-0.00837133,0.00553059,-0.00041068,0.00208816,0.00351538,0.00395589,-0.00376255,0.00465146,0.00788005,0.00232033,0.00252901,-0.00407896,0.00018308,-0.00362729,0.00326561,0.00423149,-0.00451559,-0.00496269,-0.00471524,-0.00289806,0.00260065,-0.00611566,-0.00560949,-0.00503564,0.00158149,-0.0069711,0.00890968,0.00949024
0.3670016,0.00041168,-0.00043803,0.006249,-0.00415976,0.00317422,0.00915765,0.00227801,-0.00344133,-0.0088699,0.00864085,-0.00585234,-0.01077257,0.00629437,0.00029202,-0.00143871,0.00279592,0.007106,-0.00021678,-0.00312512,-0.00059263,-0.00475365,-0.00441975,-0.00664873,0.01064964,0.00121304,0.00826393,0.00841314,-0.00024136,-0.00282542,0.0095235,-0.00861053,-0.00096093,0.00583306,-0.00591217,0.00142308,-0.00752952,0.00061677,-0.00723498,0.01200964,0.00106973,-0.00580506,-0.00221314,-0.00860933,0.00250765,-0.00391717,0.00199028,-0.00689245,0.00566678,-0.00213293,0.00773862,-0.00325547,0.00781038,-2.91E-05,-0.00424707,-0.00965305,-0.00658713,0.01441702,0.01092935,0.00817603,0.00811505,-0.00288742,-0.00259858,-0.00544534,-0.00186858,0.00794822,-0.00201545,0.00383129,-0.00309651,-0.00109562,0.00431617,-0.00199214,-0.00101722,-0.00376781,0.00712383,0.00430673,0.01207443,-0.00139668,0.00794631,0.00484601,-0.00149945,-0.00122032,-0.00966769,0.00744162,-0.00502063,0.00160443,-0.00066912,0.00570617,-0.0026692,0.00210466,-0.00037199,0.00515565,-0.00241568,-0.01279795,0.0057073,-0.00396942,-0.00161431,0.00236173,-0.00430996,-0.00242807,-0.00523115,-0.00743068,0.00752332,-0.00443575,-0.00703308,-0.00975027,0.00330379,0.00018798,-0.00620741,0.01117246,0.01029283,0.00878754,-0.00707477,-0.00624983,0.00439717,-0.00316133,-0.00167352,-0.00694667,-0.01309418,-0.00533523,0.00826256,0.00012592,-0.00571281,-0.00191487,-0.00657204,-0.00229148,0.00394858,-0.00444333,-0.00655188,0.00394063,-0.01514796,-0.0105474,0.00740747,-0.00162339,-0.00774852,0.00063773,0.00585253,0.00248837,0.01282915,-0.00548875,0.0067722,0.00934074,-0.00268813,-0.00812976,-0.00180269,0.00416676,0.00555457,-0.0058882,-0.00234737,0.01019054,0.00176052,-0.00159576,0.00259867,4.07E-05,0.00583033,-0.00623463,-0.00345004,-0.00182878,-0.0118513,0.00561423,0.00398331
0.3801088,0.01019037,-0.00714668,0.00199412,-0.00598048,0.00718385,0.01091094,0.0016799,0.00097107,0.0070541,-0.00031916,0.00161804,-0.01598378,0.00934196,0.00359467,0.00467082,-0.00509284,0.00231923,0.00630319,-0.00399488,-0.00166162,-0.00919738,-0.00498679,0.00181879,0.00854696,-0.00092427,-0.00406687,-0.00227677,0.00293089,-0.00977999,0.0074261,-0.00139932,-0.006275,-0.00037073,-0.00634329,-0.00113966,-0.00561754,-0.00975612,-0.00156847,0.01831973,-0.00695198,0.00651095,0.00557357,-0.00946707,0.02553185,-0.01047122,8.64E-05,0.00774136,-0.00352754,-0.00081763,0.00462363,-0.00719292,0.00183086,2.62E-05,0.00487109,-0.00659491,-0.00575893,0.01529595,0.00153231,-0.00020839,-0.00390706,0.00029893,-0.00214207,-0.01064599,-0.00268411,-0.00657966,0.00458715,-0.00112264,0.00726635,-0.00166866,0.0046071,-0.00520297,0.00415882,-0.00107466,0.00812691,0.00713277,-0.00349576,-0.00876399,-0.00087631,3.23E-05,-0.00480481,0.00555433,-0.00581611,-0.00367362,-0.00380033,-0.00299165,0.00214617,0.00701417,-0.00696438,-0.00090383,0.00434882,0.0090017,0.0015176,-0.01432336,-0.00081779,-0.00045023,-0.0039363,0.00267182,-0.00089578,-0.00751221,-0.00551653,-0.00523226,-0.00174046,-0.01159337,0.00035721,0.00481431,-0.00225795,-0.00086687,-0.00803376,0.0118396,0.00015531,0.01032202,-0.00868546,0.00814018,0.00967806,-0.00550143,0.01035187,-0.00909505,-0.0097202,0.00129157,0.01131742,-0.00410317,-0.00507818,-0.00967847,0.00687719,-0.00234763,-0.00068226,0.003218,0.00438565,0.00687861,-0.01569032,-0.00387705,0.01283478,0.00814148,-0.00853722,-0.00437866,-0.00080049,0.00658366,0.00508522,-0.02152722,0.00183746,0.00471993,0.00230761,0.00090107,-0.01175992,0.00113389,-0.00085805,-0.00372698,0.00259518,0.00157247,0.00133411,-0.00648594,0.01356851,-0.00889368,0.00403284,-0.00998393,-0.00131976,-0.00163473,-0.00767275,0.01177866,-0.00040304
0.393216,0.00686136,0.00361367,-0.00030081,0.00703133,0.01032115,0.02276328,0.00417207,-0.00982212,0.00160661,-0.00161521,-0.00351947,-0.00756427,0.00621251,0.00287968,-0.00016847,-0.00727214,0.01290254,0.00624749,0.00234705,0.00319415,0.00180506,0.00029994,0.00307102,0.00591693,4.80E-05,-0.00251071,-0.00561941,-0.02102167,-0.00978768,0.0006621,0.00804467,-0.0047041,0.00171928,-0.00384993,-0.00043886,-0.0076436,-0.01018562,-0.00236254,0.00850613,0.00040965,0.0047963,0.00940628,-0.00974352,0.02129229,-0.01157987,0.0076892,-0.00414596,-0.01184284,0.0013031,-0.00694503,-0.00913926,0.00202634,-0.00066295,-0.00053067,-0.00861204,0.00336188,-0.00135757,0.01222198,0.00486383,0.002119,0.00360035,0.00789543,0.00151492,0.00884158,0.00460683,0.00958822,-0.00728281,0.00320813,0.00380281,-0.00063134,-0.01018674,0.00036858,-0.0060258,0.00424281,0.00774555,-0.01072935,0.00332251,-0.00276148,0.01453945,-0.00715503,-0.00745344,-0.00097034,-0.0082293,0.00241639,0.00550875,-0.00096286,-0.00062297,-0.00266483,0.00443989,0.01028225,-0.00330848,-0.00746203,-0.00848034,-0.00213246,-0.00254156,-0.00139359,-0.00758504,0.00157529,-0.00508059,-0.00686709,-0.00400447,0.01024371,-0.00936754,0.00537602,-0.00277765,-0.00052913,-0.0047257,-0.00371395,0.00953167,0.00153856,0.00450899,-0.00468025,0.00743557,0.00485223,-0.00294047,0.00664514,0.00713017,-0.01035359,-0.00888548,0.0080613,-0.00497987,-0.01484167,-0.00262516,0.01393165,0.00397926,0.0057119,0.00307015,0.00200758,0.00995376,-0.01931398,-0.00037435,0.00749631,0.01917777,-0.00653783,-0.00509238,0.00272712,0.00258413,0.01375178,-0.00472297,0.00446061,0.00095793,0.00037724,-0.00374156,-0.01667116,0.00060353,0.00417429,-0.01024288,0.00136725,0.00162564,0.00797306,-0.00467007,0.00805642,-0.01234329,0.00560598,-0.00497678,-0.0023982,-0.00200488,-0.00914232,0.01349822,0.00785667
0.4063232,-0.0040417,0.00605886,-0.00074044,0.00792033,0.00470107,0.01647122,0.00414911,-0.00310508,-0.00038975,0.00909975,-0.00189812,-0.00257358,-0.00051303,0.01083065,0.00898331,0.00080335,0.01540933,0.00303973,0.00224929,0.00493278,0.0079867,0.00190211,-0.00459596,0.00727778,0.00666667,-0.00563693,-0.00167461,-0.00121953,-0.01404523,0.00569527,-0.00688792,-0.00628709,-0.00770003,0.00072109,0.00069436,-0.00781043,-0.00596875,-0.0071081,0.00664163,-0.00037045,0.01050644,0.0101994,-0.00333172,0.01353705,-0.00462757,0.00059627,0.00096336,-0.01141267,-0.00029596,-0.00710458,-0.00731823,0.00143943,-3.38E-05,-0.00768146,0.01015721,-0.0006102,-0.0033597,0.00466666,-0.00136553,0.00665915,0.00116015,0.01102943,0.00057748,-0.00364235,0.00379553,0.00726276,-0.00748342,0.00745488,0.00109617,-0.0060218,0.00282033,0.00625479,-0.0087724,0.00110831,0.00960311,-0.00661787,0.00014528,0.00031508,0.01177996,-0.00401486,-0.00372936,-0.00372287,0.00110684,0.00542227,0.00263698,0.00665093,0.00432772,-0.01048873,0.00509478,-0.00067978,0.00042144,-0.00692672,-0.00963218,-0.01261597,-0.00053817,0.0043413,-0.00460362,-0.00256053,-0.00662686,-0.00641562,0.00046515,0.01916665,-0.00457532,0.00087298,-0.00445357,0.00389126,0.00360531,-0.00353274,0.00316447,-0.00111764,0.00795142,-0.00833926,0.01017369,-0.00011975,0.00155614,0.00082685,-0.00609544,-0.0016723,0.0039612,0.00138118,-0.00783343,-0.0087166,0.00223699,0.00444898,0.00264684,-0.0006624,0.00504111,0.01060692,-0.00013733,-0.01204641,-0.00461167,0.00303952,0.01687625,-0.0017135,-0.00382973,0.00372629,-0.00284718,0.00154938,-0.01400708,0.01003636,-0.00149836,0.00090333,-0.00183337,-0.00881519,-0.00343064,0.0037622,0.00028123,0.00042103,-0.00619553,-0.00241417,-0.00252604,0.00875519,-0.0022641,0.00540702,-0.00142777,-0.0061852,0.0055637,0.00135795,0.00239545,0.00535823
0.4194304,0.00103084,0.00306625,-0.00538063,-0.00021818,-0.00312795,-0.00619677,0.0044852,-0.01204264,-0.01322342,0.01070222,-0.00362437,-0.00042721,-0.00174504,0.01494128,0.00219866,-0.00217416,0.01090844,-0.0034977,0.00121938,-0.00659851,-0.00042984,0.013315,-0.01091488,-0.0011216,0.0028054,-0.00561948,-0.00789417,0.00085111,-0.00190462,-0.00841854,0.00599656,-0.00667263,-0.00532546,0.00196244,0.00099853,-0.01066668,-0.00532036,-0.00527242,0.00398205,-0.00830759,0.00802697,-0.00095332,-0.01383912,0.00906204,-0.01521939,0.0014964,-0.0113569,-0.00060415,-0.00350883,0.00169096,-0.00471266,-0.00869193,0.01383002,-0.00502415,0.01434271,0.00144013,-0.00341644,0.00185204,-0.00591648,0.00315688,-0.00446145,0.0090391,0.00396191,-0.00327085,-0.00233289,0.00707309,-0.01126096,0.00329662,-0.00443672,0.00042118,0.00448774,-0.01026,-0.00658626,-0.00294617,0.00392305,-0.00391458,0.00093764,0.00421463,0.00954971,-0.00336344,-0.00178882,-0.01371816,-0.00030236,0.00635914,0.01484162,-0.00013117,0.00312488,-0.00084875,-0.00132139,0.00043653,0.0042886,-0.01336044,-0.00483707,-0.01292335,0.00246533,-0.00322215,-0.00968962,-0.00553684,-0.0055551,-0.004227,0.00303611,0.00417213,-0.00148707,0.01155655,0.00490055,-0.00026591,-0.00148686,0.01582226,0.00388695,-3.45E-05,0.00475364,0.01436787,0.00099744,0.00226513,-0.00946124,0.00064421,-0.01004057,0.00309984,0.0048318,-0.0063861,0.0041851,-0.01143405,-0.00288182,-0.00145798,0.00031303,-0.00217239,0.00212326,0.01221691,0.00638538,0.01102694,-0.00129156,0.00738123,0.01127981,0.00076219,-0.0020092,0.00706134,0.00047343,-0.00194184,-0.00649845,0.00653693,-0.01107272,0.00644596,0.0040092,0.00041678,-0.00666212,0.00199062,0.0003702,0.00703836,-0.00095737,-0.00346058,-0.00456878,0.00968655,0.00541718,-0.00437331,-0.00451122,-0.01951984,-0.00089249,-0.00861472,-0.01249754,0.00154741
